"chrom","start","end","label"
"chr12",9893076,9893177,"chr"
"chr12",9893178,9893278,"chr"
"chr12",9893279,9893382,"chr"
"chr12",9893383,9893487,"chr"
"chr12",9893488,9893621,"chr"
"chr12",9893622,9893727,"chr"
"chr12",9893728,9893867,"chr"
"chr12",9893868,9893973,"chr"
"chr12",9893974,9894086,"chr"
"chr12",9894087,9894187,"chr"
"chr12",9894188,9894311,"chr"
"chr12",9894312,9894442,"chr"
"chr12",9894443,9894557,"chr"
"chr12",9894558,9894697,"chr"
"chr12",9894698,9894849,"chr"
"chr12",9894850,9895016,"chr"
"chr12",9895017,9895134,"chr"
"chr12",9895135,9895272,"chr"
"chr12",9895273,9895392,"chr"
"chr12",9895393,9895679,"chr"
"chr12",9895680,9895803,"chr"
"chr12",9895804,9895911,"chr"
"chr12",9895912,9896079,"chr"
"chr12",9896080,9896194,"chr"
"chr12",9896195,9896319,"chr"
"chr12",9896320,9896437,"chr"
"chr12",9896438,9896633,"chr"
"chr12",9896634,9896742,"chr"
"chr12",9896743,9896843,"chr"
"chr12",9896844,9896980,"chr"
"chr12",9896981,9897109,"chr"
"chr12",9897110,9897219,"chr"
"chr12",9897220,9897355,"chr"
"chr12",9897356,9897462,"chr"
"chr12",9897463,9897569,"chr"
"chr12",9897570,9897673,"chr"
"chr12",9897674,9897781,"chr"
"chr12",9897782,9897890,"chr"
"chr12",9897891,9898017,"chr"
"chr12",9898018,9898133,"chr"
"chr12",9898134,9898235,"chr"
"chr12",9898236,9898337,"chr"
"chr12",9898338,9898438,"chr"
"chr12",9898439,9898611,"chr"
"chr12",9898612,9898751,"chr"
"chr12",9898752,9898926,"chr"
"chr12",9898927,9899078,"chr"
"chr12",9899079,9899206,"chr"
"chr12",9899207,9899355,"chr"
"chr12",9899356,9899457,"chr"
"chr12",9899458,9899581,"chr"
"chr12",9899582,9899756,"chr"
"chr12",9899757,9899908,"chr"
"chr12",9899909,9900018,"chr"
"chr12",9900019,9900126,"chr"
"chr12",9900127,9900236,"chr"
"chr12",9900237,9900428,"chr"
"chr12",9900429,9900572,"chr"
"chr12",9900573,9900677,"chr"
"chr12",9900678,9900835,"chr"
"chr12",9900836,9900960,"chr"
"chr12",9900961,9901062,"chr"
"chr12",9901063,9901258,"chr"
"chr12",9901259,9901402,"chr"
"chr12",9901403,9901507,"chr"
"chr12",9901508,9901654,"chr"
"chr12",9901655,9901802,"chr"
"chr12",9901803,9901942,"chr"
"chr12",9901943,9902059,"chr"
"chr12",9902060,9902254,"chr"
"chr12",9902255,9902432,"chr"
"chr12",9902433,9902555,"chr"
"chr12",9902556,9902656,"chr"
"chr12",9902657,9902771,"chr"
"chr12",9902772,9902889,"chr"
"chr12",9902890,9902990,"chr"
"chr12",9902991,9903099,"chr"
"chr12",9903100,9903262,"chr"
"chr12",9903263,9903385,"chr"
"chr12",9903386,9903486,"chr"
"chr12",9903487,9903601,"chr"
"chr12",9903602,9903739,"chr"
"chr12",9903740,9903843,"chr"
"chr12",9903844,9903948,"chr"
"chr12",9903949,9904126,"chr"
"chr12",9904127,9904236,"chr"
"chr12",9904237,9904430,"chr"
"chr12",9904431,9904562,"chr"
"chr12",9904563,9904801,"chr"
"chr12",9904802,9904929,"exon"
"chr12",9904930,9905071,"exon"
"chr12",9905072,9905179,"exon"
"chr12",9905180,9905284,"exon"
"chr12",9905285,9905392,"exon"
"chr12",9905393,9905498,"exon"
"chr12",9905499,9905605,"exon"
"chr12",9905606,9905745,"exon"
"chr12",9905746,9905901,"exon"
"chr12",9905902,9906009,"exon"
"chr12",9906010,9906110,"exon"
"chr12",9906111,9906212,"exon"
"chr12",9906213,9906328,"exon"
"chr12",9906329,9906435,"exon"
"chr12",9906436,9906575,"exon"
"chr12",9906576,9906711,"chr"
"chr12",9906712,9906817,"exon"
"chr12",9906818,9906938,"exon"
"chr12",9906939,9907071,"exon"
"chr12",9907072,9907172,"exon"
"chr12",9907173,9907319,"exon"
"chr12",9907320,9907428,"exon"
"chr12",9907429,9907541,"exon"
"chr12",9907542,9907648,"exon"
"chr12",9907649,9907782,"exon"
"chr12",9907783,9907901,"exon"
"chr12",9907902,9908002,"exon"
"chr12",9908003,9908116,"exon"
"chr12",9908117,9908240,"exon"
"chr12",9908241,9908344,"exon"
"chr12",9908345,9908450,"chr"
"chr12",9908451,9908551,"exon"
"chr12",9908552,9908661,"exon"
"chr12",9908662,9908796,"exon"
"chr12",9908797,9908905,"exon"
"chr12",9908906,9909019,"exon"
"chr12",9909020,9909134,"exon"
"chr12",9909135,9909263,"exon"
"chr12",9909264,9909367,"exon"
"chr12",9909368,9909474,"exon"
"chr12",9909475,9909671,"chr"
"chr12",9909672,9909824,"chr"
"chr12",9909825,9909948,"chr"
"chr12",9909949,9910123,"chr"
"chr12",9910124,9910243,"chr"
"chr12",9910244,9910377,"chr"
"chr12",9910378,9910482,"chr"
"chr12",9910483,9910654,"chr"
"chr12",9910655,9910775,"chr"
"chr12",9910776,9910876,"chr"
"chr12",9910877,9910989,"chr"
"chr12",9910990,9911095,"chr"
"chr12",9911096,9911226,"chr"
"chr12",9911227,9911394,"chr"
"chr12",9911395,9911521,"chr"
"chr12",9911522,9911669,"chr"
"chr12",9911670,9911799,"chr"
"chr12",9911800,9911906,"chr"
"chr12",9911907,9912058,"chr"
"chr12",9912059,9912224,"chr"
"chr12",9912225,9912351,"chr"
"chr12",9912352,9912455,"chr"
"chr12",9912456,9912653,"chr"
"chr12",9912654,9912764,"chr"
"chr12",9912765,9912888,"chr"
"chr12",9912889,9913008,"chr"
"chr12",9913009,9913125,"CD69_promoter"
"chr12",9913126,9913245,"CD69_promoter"
"chr12",9913246,9913348,"CD69_promoter"
"chr12",9913349,9913491,"CD69_promoter"
"chr12",9913492,9913594,"CD69_promoter"
"chr12",9913595,9913724,"CD69_promoter"
"chr12",9913725,9913829,"CD69_promoter"
"chr12",9913830,9913935,"CD69_promoter"
"chr12",9913936,9914036,"CD69_promoter"
"chr12",9914037,9914156,"CD69_promoter"
"chr12",9914157,9914265,"CD69_promoter"
"chr12",9914266,9914395,"CD69_promoter"
"chr12",9914396,9914546,"CD69_promoter"
"chr12",9914547,9914659,"CD69_promoter"
"chr12",9914660,9914769,"CD69_promoter"
"chr12",9914770,9914877,"CD69_promoter"
"chr12",9914878,9914980,"CD69_promoter"
"chr12",9914981,9915134,"CD69_promoter"
"chr12",9915135,9915252,"CD69_promoter"
"chr12",9915253,9915366,"CD69_promoter"
"chr12",9915367,9915475,"CD69_promoter"
"chr12",9915476,9915583,"CD69_promoter"
"chr12",9915584,9915698,"CD69_promoter"
"chr12",9915699,9915805,"CD69_promoter"
"chr12",9915806,9915970,"CD69_promoter"
"chr12",9915971,9916116,"chr"
"chr12",9916117,9916295,"chr"
"chr12",9916296,9916416,"chr"
"chr12",9916417,9916612,"chr"
"chr12",9916613,9916742,"chr"
"chr12",9916743,9916932,"chr"
"chr12",9916933,9917033,"chr"
"chr12",9917034,9917163,"chr"
"chr12",9917164,9917314,"chr"
"chr12",9917315,9917427,"chr"
"chr12",9917428,9917530,"chr"
"chr12",9917531,9917636,"chr"
"chr12",9917637,9917762,"chr"
"chr12",9917763,9917865,"chr"
"chr12",9917866,9917966,"chr"
"chr12",9917967,9918091,"chr"
"chr12",9918092,9918221,"chr"
"chr12",9918222,9918324,"chr"
"chr12",9918325,9918444,"chr"
"chr12",9918445,9918559,"chr"
"chr12",9918560,9918663,"chr"
"chr12",9918664,9918773,"chr"
"chr12",9918774,9919053,"chr"
"chr12",9919054,9919211,"chr"
"chr12",9919212,9919323,"chr"
"chr12",9919324,9919482,"chr"
"chr12",9919483,9919671,"chr"
"chr12",9919672,9919800,"chr"
"chr12",9919801,9920052,"chr"
"chr12",9920053,9920187,"chr"
"chr12",9920188,9920312,"chr"
"chr12",9920313,9920415,"chr"
"chr12",9920416,9920573,"chr"
"chr12",9920574,9920714,"chr"
"chr12",9920715,9920829,"chr"
"chr12",9920830,9921017,"chr"
"chr12",9921018,9921133,"chr"
"chr12",9921134,9921245,"chr"
"chr12",9921246,9921403,"chr"
"chr12",9921404,9921512,"chr"
"chr12",9921513,9921617,"chr"
"chr12",9921618,9921726,"chr"
"chr12",9921727,9921940,"chr"
"chr12",9921941,9922042,"chr"
"chr12",9922043,9922154,"chr"
"chr12",9922155,9922256,"chr"
"chr12",9922257,9922431,"chr"
"chr12",9922432,9922534,"chr"
"chr12",9922535,9922640,"chr"
"chr12",9922641,9922833,"chr"
"chr12",9922834,9922984,"chr"
"chr12",9922985,9923086,"chr"
"chr12",9923087,9923214,"chr"
"chr12",9923215,9923329,"chr"
"chr12",9923330,9923479,"chr"
"chr12",9923480,9923601,"chr"
"chr12",9923602,9923709,"chr"
"chr12",9923710,9923839,"chr"
"chr12",9923840,9923940,"chr"
"chr12",9923941,9924044,"chr"
"chr12",9924045,9924159,"chr"
"chr12",9924160,9924327,"chr"
"chr12",9924328,9924431,"chr"
"chr12",9924432,9924547,"chr"
"chr12",9924548,9924661,"chr"
"chr12",9924662,9924794,"chr"
"chr12",9924795,9924906,"chr"
"chr12",9924907,9925009,"chr"
"chr12",9925010,9925122,"chr"
"chr12",9925123,9925226,"chr"
"chr12",9925227,9925330,"chr"
"chr12",9925331,9925458,"chr"
"chr12",9925459,9925562,"chr"
"chr12",9925563,9925711,"chr"
"chr12",9925712,9925822,"chr"
"chr12",9925823,9925928,"chr"
"chr12",9925929,9926048,"chr"
"chr12",9926049,9926214,"chr"
"chr12",9926215,9926319,"chr"
"chr12",9926320,9926427,"chr"
"chr12",9926428,9926541,"chr"
"chr12",9926542,9926652,"chr"
"chr12",9926653,9926783,"chr"
"chr12",9926784,9926935,"chr"
"chr12",9926936,9927044,"chr"
"chr12",9927045,9927202,"chr"
"chr12",9927203,9927360,"chr"
"chr12",9927361,9927564,"chr"
"chr12",9927565,9927765,"chr"
"chr12",9927766,9927919,"chr"
"chr12",9927920,9928032,"chr"
"chr12",9928033,9928190,"chr"
"chr12",9928191,9928394,"chr"
"chr12",9928395,9928529,"chr"
"chr12",9928530,9928639,"chr"
"chr12",9928640,9928749,"chr"
"chr12",9928750,9928920,"chr"
"chr12",9928921,9929036,"chr"
"chr12",9929037,9929170,"chr"
"chr12",9929171,9929341,"chr"
"chr12",9929342,9929442,"chr"
"chr12",9929443,9929574,"chr"
"chr12",9929575,9929750,"chr"
"chr12",9929751,9929851,"chr"
"chr12",9929852,9929953,"chr"
"chr12",9929954,9930171,"chr"
"chr12",9930172,9930272,"chr"
"chr12",9930273,9930404,"chr"
"chr12",9930405,9930523,"chr"
"chr12",9930524,9930670,"chr"
"chr12",9930671,9930788,"chr"
"chr12",9930789,9930971,"chr"
"chr12",9930972,9931353,"chr"
"chr12",9931354,9931626,"chr"
"chr12",9931627,9931801,"chr"
"chr12",9931802,9931918,"chr"
"chr12",9931919,9932128,"chr"
"chr12",9932129,9932447,"chr"
"chr12",9932448,9932748,"chr"
"chr12",9932749,9932958,"chr"
"chr12",9932959,9933153,"chr"
"chr12",9933154,9933277,"chr"
"chr12",9933278,9933811,"chr"
"chr12",9933812,9933940,"chr"
"chr12",9933941,9934064,"chr"
"chr12",9934065,9934181,"chr"
"chr12",9934182,9934641,"chr"
"chr12",9934642,9934770,"chr"
"chr12",9934771,9934894,"chr"
"chr12",9934895,9935003,"chr"
"chr12",9935004,9935140,"chr"
"chr12",9935141,9935352,"chr"
"chr12",9935353,9935466,"chr"
"chr12",9935467,9935593,"chr"
"chr12",9935594,9935713,"chr"
"chr12",9935714,9935820,"chr"
"chr12",9935821,9935924,"chr"
"chr12",9935925,9936182,"chr"
"chr12",9936183,9936296,"chr"
"chr12",9936297,9936398,"chr"
"chr12",9936399,9936543,"chr"
"chr12",9936544,9936650,"chr"
"chr12",9936651,9936754,"chr"
"chr12",9936755,9937039,"chr"
"chr12",9937040,9937167,"chr"
"chr12",9937168,9937274,"chr"
"chr12",9937275,9937379,"chr"
"chr12",9937380,9937531,"chr"
"chr12",9937532,9937699,"chr"
"chr12",9937700,9937869,"chr"
"chr12",9937870,9937997,"chr"
"chr12",9937998,9938126,"chr"
"chr12",9938127,9938353,"chr"
"chr12",9938354,9938529,"chr"
"chr12",9938530,9938657,"chr"
"chr12",9938658,9938912,"chr"
"chr12",9938913,9939116,"chr"
"chr12",9939117,9939226,"chr"
"chr12",9939227,9939378,"chr"
"chr12",9939379,9939484,"chr"
"chr12",9939485,9939628,"chr"
"chr12",9939629,9939734,"chr"
"chr12",9939735,9939877,"chr"
"chr12",9939878,9939978,"chr"
"chr12",9939979,9940121,"chr"
"chr12",9940122,9940314,"chr"
"chr12",9940315,9940458,"chr"
"chr12",9940459,9940564,"chr"
"chr12",9940565,9940678,"chr"
"chr12",9940679,9940991,"chr"
"chr12",9940992,9941169,"chr"
"chr12",9941170,9941341,"chr"
"chr12",9941342,9941444,"chr"
"chr12",9941445,9941821,"chr"
"chr12",9941822,9942045,"chr"
"chr12",9942046,9942179,"chr"
"chr12",9942180,9942318,"chr"
"chr12",9942319,9942518,"chr"
"chr12",9942519,9942687,"chr"
"chr12",9942688,9942823,"chr"
"chr12",9942824,9942927,"chr"
"chr12",9942928,9943143,"chr"
"chr12",9943144,9943253,"chr"
"chr12",9943254,9943381,"chr"
"chr12",9943382,9943493,"chr"
"chr12",9943494,9943610,"chr"
"chr12",9943611,9943713,"chr"
"chr12",9943714,9943884,"chr"
"chr12",9943885,9944002,"chr"
"chr12",9944003,9944122,"chr"
"chr12",9944123,9944223,"chr"
"chr12",9944224,9944331,"chr"
"chr12",9944332,9944435,"chr"
"chr12",9944436,9944536,"chr"
"chr12",9944537,9944660,"chr"
"chr12",9944661,9944761,"chr"
"chr12",9944762,9944898,"chr"
"chr12",9944899,9945005,"chr"
"chr12",9945006,9945152,"chr"
"chr12",9945153,9945254,"chr"
"chr12",9945255,9945460,"chr"
"chr12",9945461,9945563,"chr"
"chr12",9945564,9945670,"chr"
"chr12",9945671,9945781,"chr"
"chr12",9945782,9945916,"chr"
"chr12",9945917,9946019,"chr"
"chr12",9946020,9946128,"chr"
"chr12",9946129,9946290,"chr"
"chr12",9946291,9946393,"chr"
"chr12",9946394,9946507,"chr"
"chr12",9946508,9946611,"chr"
"chr12",9946612,9946738,"chr"
"chr12",9946739,9946849,"chr"
"chr12",9946850,9946958,"chr"
"chr12",9946959,9947070,"chr"
"chr12",9947071,9947208,"chr"
"chr12",9947209,9947317,"chr"
"chr12",9947318,9947422,"chr"
"chr12",9947423,9947523,"chr"
"chr12",9947524,9947625,"chr"
"chr12",9947626,9947810,"chr"
"chr12",9947811,9947916,"chr"
"chr12",9947917,9948032,"chr"
"chr12",9948033,9948147,"chr"
"chr12",9948148,9948252,"chr"
"chr12",9948253,9948359,"chr"
"chr12",9948360,9948525,"chr"
"chr12",9948526,9948636,"chr"
"chr12",9948637,9948746,"chr"
"chr12",9948747,9948862,"chr"
"chr12",9948863,9949003,"chr"
"chr12",9949004,9949110,"chr"
"chr12",9949111,9949243,"chr"
"chr12",9949244,9949427,"chr"
"chr12",9949428,9949530,"chr"
"chr12",9949531,9949631,"chr"
"chr12",9949632,9949751,"chr"
"chr12",9949752,9949910,"chr"
"chr12",9949911,9950012,"chr"
"chr12",9950013,9950119,"chr"
"chr12",9950120,9950257,"chr"
"chr12",9950258,9950358,"chr"
"chr12",9950359,9950461,"chr"
"chr12",9950462,9950562,"chr"
"chr12",9950563,9950668,"chr"
"chr12",9950669,9950836,"chr"
"chr12",9950837,9950938,"chr"
"chr12",9950939,9951039,"chr"
"chr12",9951040,9951141,"chr"
"chr12",9951142,9951245,"chr"
"chr12",9951246,9951348,"chr"
"chr12",9951349,9951510,"chr"
"chr12",9951511,9951665,"chr"
"chr12",9951666,9951849,"chr"
"chr12",9951850,9951956,"chr"
"chr12",9951957,9952068,"chr"
"chr12",9952069,9952178,"chr"
"chr12",9952179,9952353,"chr"
"chr12",9952354,9952495,"chr"
"chr12",9952496,9952679,"chr"
"chr12",9954772,9955601,"chr"
"chr12",9955841,9956140,"chr"
"chr12",9956141,9956670,"chr"
"chr12",9956671,9956903,"chr"
"chr12",9956904,9957065,"chr"
"chr12",9957066,9957453,"chr"
"chr12",9957454,9957574,"chr"
"chr12",9957575,9957714,"chr"
"chr12",9957715,9957824,"chr"
"chr12",9957825,9958060,"chr"
"chr12",9958061,9958283,"chr"
"chr12",9958284,9958404,"chr"
"chr12",9958405,9958544,"chr"
"chr12",9958545,9958654,"chr"
"chr12",9958655,9958796,"chr"
"chr12",9958797,9958959,"chr"
"chr12",9958960,9959203,"chr"
"chr12",9959204,9959329,"chr"
"chr12",9959330,9959436,"chr"
"chr12",9959437,9959579,"chr"
"chr12",9959580,9959789,"chr"
"chr12",9959790,9959910,"chr"
"chr12",9959911,9960033,"chr"
"chr12",9960034,9960159,"chr"
"chr12",9960160,9960303,"chr"
"chr12",9960304,9960404,"chr"
"chr12",9960405,9960598,"chr"
"chr12",9960599,9960705,"chr"
"chr12",9960706,9960813,"chr"
"chr12",9960814,9960932,"chr"
"chr12",9960933,9961042,"chr"
"chr12",9961043,9961214,"chr"
"chr12",9961215,9961344,"chr"
"chr12",9961345,9961446,"chr"
"chr12",9961447,9961578,"chr"
"chr12",9961579,9961680,"chr"
"chr12",9961681,9961785,"chr"
"chr12",9961786,9961910,"chr"
"chr12",9961911,9962046,"chr"
"chr12",9962047,9962174,"chr"
"chr12",9962175,9962279,"chr"
"chr12",9962280,9962413,"chr"
"chr12",9962414,9962516,"chr"
"chr12",9962517,9962627,"chr"
"chr12",9962628,9962753,"chr"
"chr12",9962754,9962877,"chr"
"chr12",9962878,9963037,"chr"
"chr12",9963038,9963139,"chr"
"chr12",9963140,9963243,"chr"
"chr12",9963244,9963349,"chr"
"chr12",9963350,9963456,"chr"
"chr12",9963457,9963558,"chr"
"chr12",9963559,9963666,"chr"
"chr12",9963667,9963774,"chr"
"chr12",9963775,9963877,"chr"
"chr12",9963878,9963993,"chr"
"chr12",9963994,9964094,"chr"
"chr12",9964095,9964203,"chr"
"chr12",9964204,9964305,"chr"
"chr12",9964306,9964431,"chr"
"chr12",9964432,9964533,"chr"
"chr12",9964534,9964648,"chr"
"chr12",9964649,9964766,"chr"
"chr12",9964767,9964872,"chr"
"chr12",9964873,9964983,"chr"
"chr12",9964984,9965086,"chr"
"chr12",9965087,9965194,"chr"
"chr12",9965195,9965407,"chr"
"chr12",9965408,9965513,"chr"
"chr12",9965514,9965616,"chr"
"chr12",9965617,9965732,"chr"
"chr12",9965733,9965889,"chr"
"chr12",9965890,9965997,"chr"
"chr12",9965998,9966098,"chr"
"chr12",9966099,9966222,"chr"
"chr12",9966223,9966325,"chr"
"chr12",9966326,9966441,"chr"
"chr12",9966442,9966542,"chr"
"chr12",9966543,9966654,"chr"
"chr12",9966655,9966761,"chr"
"chr12",9966762,9966864,"chr"
"chr12",9966865,9966968,"chr"
"chr12",9966969,9967077,"chr"
"chr12",9967078,9967185,"chr"
"chr12",9967186,9967312,"chr"
"chr12",9967313,9967415,"chr"
"chr12",9967416,9967519,"chr"
"chr12",9967520,9967624,"chr"
"chr12",9967625,9967740,"chr"
"chr12",9967741,9967848,"chr"
"chr12",9967849,9967956,"chr"
"chr12",9967957,9968212,"chr"
"chr12",9968213,9968331,"chr"
"chr12",9968332,9968445,"chr"
"chr12",9968446,9968573,"chr"
"chr12",9968574,9968678,"chr"
"chr12",9968679,9968786,"chr"
"chr12",9968787,9969137,"chr"
"chr12",9969138,9969242,"chr"
"chr12",9969243,9969350,"chr"
"chr12",9969351,9969470,"chr"
"chr12",9969471,9969584,"chr"
"chr12",9969585,9969686,"chr"
"chr12",9969687,9969800,"chr"
"chr12",9969801,9969918,"chr"
"chr12",9969919,9970021,"chr"
"chr12",9970022,9970130,"chr"
"chr12",9970131,9970254,"chr"
"chr12",9970255,9970358,"chr"
"chr12",9970359,9970462,"chr"
"chr12",9970463,9970572,"chr"
"chr12",9970573,9970714,"chr"
"chr12",9970715,9970818,"chr"
"chr12",9970819,9970960,"chr"
"chr12",9970961,9971084,"chr"
"chr12",9971085,9971188,"chr"
"chr12",9971189,9971292,"chr"
"chr12",9971293,9971402,"chr"
"chr12",9971403,9971539,"chr"
"chr12",9971540,9971641,"chr"
"chr12",9971642,9971770,"chr"
"chr12",9971771,9971883,"chr"
"chr12",9971884,9972028,"chr"
"chr12",9972029,9972156,"chr"
"chr12",9972157,9972269,"chr"
"chr12",9972270,9972449,"chr"
"chr12",9972450,9972553,"chr"
"chr12",9972554,9972662,"chr"
"chr12",9972663,9972770,"chr"
"chr12",9972771,9972871,"chr"
"chr12",9972872,9972976,"chr"
"chr12",9972977,9973097,"chr"
"chr12",9973098,9973315,"chr"
"chr12",9973316,9973417,"chr"
"chr12",9973418,9973556,"chr"
"chr12",9973557,9973689,"chr"
"chr12",9973690,9973799,"chr"
"chr12",9973800,9973927,"chr"
"chr12",9973928,9974052,"chr"
"chr12",9974053,9974170,"chr"
"chr12",9974171,9974309,"chr"
"chr12",9974310,9974433,"chr"
"chr12",9974434,9974537,"chr"
"chr12",9974538,9974698,"chr"
"chr12",9974699,9974839,"chr"
"chr12",9974840,9975038,"chr"
"chr12",9975039,9975144,"chr"
"chr12",9975145,9975282,"chr"
"chr12",9975283,9976023,"chr"
"chr12",9976024,9976131,"chr"
"chr12",9976132,9976415,"chr"
"chr12",9976416,9976853,"chr"
"chr12",9976854,9976970,"chr"
"chr12",9976971,9977245,"chr"
"chr12",9977246,9977461,"chr"
"chr12",9977462,9977800,"chr"
"chr12",9977801,9978085,"chr"
"chr12",9978086,9978291,"chr"
"chr12",9978292,9978451,"chr"
"chr12",9978452,9978603,"chr"
"chr12",9978604,9978915,"chr"
"chr12",9978916,9979110,"chr"
"chr12",9979111,9979281,"chr"
"chr12",9979282,9979384,"chr"
"chr12",9979385,9979487,"chr"
"chr12",9979488,9979601,"chr"
"chr12",9979602,9979806,"chr"
"chr12",9979807,9979940,"chr"
"chr12",9979941,9980083,"chr"
"chr12",9980084,9980214,"chr"
"chr12",9980215,9980346,"chr"
"chr12",9980347,9980600,"chr"
"chr12",9980601,9980710,"chr"
"chr12",9980711,9980828,"chr"
"chr12",9980829,9981009,"chr"
"chr12",9981010,9981217,"chr"
"chr12",9981218,9981430,"chr"
"chr12",9981431,9981543,"chr"
"chr12",9981544,9981674,"chr"
"chr12",9981675,9981839,"chr"
"chr12",9981840,9981981,"chr"
"chr12",9981982,9982126,"chr"
"chr12",9982127,9982268,"chr"
"chr12",9982269,9982411,"chr"
"chr12",9982412,9982602,"chr"
"chr12",9982603,9982811,"chr"
"chr12",9982812,9982941,"chr"
"chr12",9982942,9983055,"chr"
"chr12",9983056,9983223,"chr"
"chr12",9983224,9983334,"chr"
"chr12",9983335,9983455,"chr"
"chr12",9983456,9983680,"chr"
"chr12",9983681,9983806,"chr"
"chr12",9983807,9984002,"chr"
"chr12",9984003,9984183,"chr"
"chr12",9984184,9984297,"chr"
"chr12",9984298,9984444,"chr"
"chr12",9984445,9984547,"chr"
"chr12",9984548,9984658,"chr"
"chr12",9984659,9984767,"chr"
"chr12",9984768,9985010,"chr"
"chr12",9985011,9985124,"chr"
"chr12",9985125,9985235,"chr"
"chr12",9985236,9985339,"chr"
"chr12",9985340,9985445,"chr"
"chr12",9985446,9985563,"chr"
"chr12",9985564,9985767,"chr"
"chr12",9985768,9985868,"chr"
"chr12",9985869,9985979,"chr"
"chr12",9985980,9986085,"chr"
"chr12",9986086,9986214,"chr"
"chr12",9986215,9986337,"chr"
"chr12",9986338,9986446,"chr"
"chr12",9986447,9986586,"chr"
"chr12",9986587,9986692,"chr"
"chr12",9986693,9987416,"chr"
"chr12",9987417,9987522,"chr"
"chr12",9987523,9987825,"chr"
"chr12",9987826,9988180,"chr"
"chr12",9988181,9988298,"chr"
"chr12",9988299,9988655,"chr"
"chr12",9988656,9988826,"chr"
"chr12",9988827,9988963,"chr"
"chr12",9988964,9989128,"chr"
"chr12",9989129,9989258,"chr"
"chr12",9989259,9989396,"chr"
"chr12",9989397,9989656,"chr"
"chr12",9989657,9989780,"chr"
"chr12",9989781,9989891,"chr"
"chr12",9989892,9990028,"chr"
"chr12",9990029,9990132,"chr"
