"genomeScore","chrom","start","end","label","log2_FC","nrSupportGuides"
-478.673671358384,"chr8",128703904,128703915,"chr",1,52
-491.822028562193,"chr8",128703916,128703945,"chr",1,53
-491.838358162083,"chr8",128703946,128703951,"chr",1,54
-501.300679676749,"chr8",128703952,128703967,"chr",1,55
-501.300679676749,"chr8",128703968,128703968,"chr",1,55
-516.123376204889,"chr8",128703969,128703981,"chr",1,57
-526.799871561669,"chr8",128703982,128703985,"chr",1,58
-539.858397535299,"chr8",128703986,128703996,"chr",1,59
-540.711806600754,"chr8",128703997,128704022,"chr",1,60
-540.711806600754,"chr8",128704023,128704023,"chr",1,60
-551.53849357965,"chr8",128704024,128704030,"chr",1,62
-563.433128991158,"chr8",128704031,128704031,"chr",1,61
-597.649611698028,"chr8",128704032,128704039,"chr",1,63
-597.649611698028,"chr8",128704040,128704040,"chr",1,63
-603.895210630332,"chr8",128704041,128704058,"chr",1,64
-580.590974718662,"chr8",128704059,128704059,"chr",1,63
-576.520420926162,"chr8",128704060,128704060,"chr",1,61
-559.902602379171,"chr8",128704061,128704063,"chr",1,61
-549.106195502663,"chr8",128704064,128704069,"chr",1,60
-563.45821807782,"chr8",128704070,128704077,"chr",1,61
-569.283673765656,"chr8",128704078,128704112,"chr",1,62
-576.983403325184,"chr8",128704113,128704133,"chr",1,63
-577.154215577015,"chr8",128704134,128704134,"chr",1,62
-557.672559718136,"chr8",128704135,128704135,"chr",1,61
-552.018912197238,"chr8",128704136,128704142,"chr",1,60
-563.158220913472,"chr8",128704143,128704145,"chr",1,61
-575.798928070631,"chr8",128704146,128704148,"chr",1,62
-582.537990285464,"chr8",128704149,128704150,"chr",1,63
-581.110544383656,"chr8",128704151,128704152,"chr",1,62
-581.110544383656,"chr8",128704153,128704153,"chr",1,62
-593.262013103376,"chr8",128704154,128704154,"chr",1,63
-611.558209449926,"chr8",128704155,128704163,"chr",1,65
-611.558209449926,"chr8",128704164,128704164,"chr",1,65
-619.984747600227,"chr8",128704165,128704165,"chr",1,65
-608.203403403002,"chr8",128704166,128704187,"chr",1,64
-610.095901952679,"chr8",128704188,128704193,"chr",1,64
-618.70492036179,"chr8",128704194,128704206,"chr",1,65
-640.042872872144,"chr8",128704207,128704209,"chr",1,66
-642.782044188766,"chr8",128704210,128704225,"chr",1,67
-635.497109678118,"chr8",128704226,128704226,"chr",1,66
-617.190311279961,"chr8",128704227,128704234,"chr",1,65
-604.581522652501,"chr8",128704235,128704240,"chr",1,64
-600.718597806022,"chr8",128704241,128704247,"chr",1,65
-604.074763409316,"chr8",128704248,128704267,"chr",1,66
-589.893517049958,"chr8",128704268,128704268,"chr",1,65
-579.34762273489,"chr8",128704269,128704274,"chr",1,64
-590.011234926991,"chr8",128704275,128704278,"chr",1,65
-605.901993115005,"chr8",128704279,128704283,"chr",1,66
-599.317235991886,"chr8",128704284,128704286,"chr",1,67
-606.145574224075,"chr8",128704287,128704291,"chr",1,68
-623.542993853609,"chr8",128704292,128704306,"chr",1,69
-618.962885940849,"chr8",128704307,128704312,"chr",1,68
-604.277391598421,"chr8",128704313,128704313,"chr",1,67
-605.819882317289,"chr8",128704314,128704317,"chr",1,66
-596.381042374385,"chr8",128704318,128704318,"chr",1,65
-582.915134905289,"chr8",128704319,128704319,"chr",1,64
-582.585291318277,"chr8",128704320,128704335,"chr",1,63
-569.946390081152,"chr8",128704336,128704336,"chr",1,62
-564.573881128063,"chr8",128704337,128704337,"chr",1,61
-552.007244082242,"chr8",128704338,128704339,"chr",1,60
-579.203961047321,"chr8",128704340,128704399,"chr",1,61
-569.878540944203,"chr8",128704400,128704400,"chr",1,60
-563.651804580851,"chr8",128704401,128704401,"chr",1,59
-555.599487459025,"chr8",128704402,128704407,"chr",1,58
-556.317345896983,"chr8",128704408,128704408,"chr",1,57
-542.985032911894,"chr8",128704409,128704412,"chr",1,56
-530.063935193429,"chr8",128704413,128704476,"chr",1,55
-519.157734587841,"chr8",128704477,128704507,"chr",1,54
-512.172871870747,"chr8",128704508,128704542,"chr",1,53
-508.404556878883,"chr8",128704543,128704555,"chr",1,52
-511.909119505532,"chr8",128704556,128704606,"chr",1,51
-511.909119505532,"chr8",128704607,128704607,"chr",1,51
-517.740086799079,"chr8",128704608,128704613,"chr",1,51
-507.359023682436,"chr8",128704614,128704616,"chr",1,50
-499.978689743647,"chr8",128704617,128704621,"chr",1,49
-510.036948765988,"chr8",128704622,128704654,"chr",1,50
-528.013194287748,"chr8",128704655,128704661,"chr",1,51
-534.377932506015,"chr8",128704662,128704673,"chr",1,52
-542.363055637531,"chr8",128704674,128704682,"chr",1,53
-541.479787852209,"chr8",128704683,128704687,"chr",1,54
-523.343426668159,"chr8",128704688,128704693,"chr",1,53
-503.936695194827,"chr8",128704694,128704694,"chr",1,52
-504.042743547956,"chr8",128704695,128704695,"chr",1,51
-495.235585753601,"chr8",128704696,128704696,"chr",1,50
-487.089949063803,"chr8",128704697,128704734,"chr",1,49
-467.695253322513,"chr8",128704735,128704737,"chr",1,49
-461.794849088994,"chr8",128704738,128704745,"chr",1,48
-461.794849088994,"chr8",128704746,128704746,"chr",1,48
-464.868146417174,"chr8",128704747,128704755,"chr",1,50
-468.261771726081,"chr8",128704756,128704761,"chr",1,51
-486.044788727797,"chr8",128704762,128704778,"chr",1,52
-494.856922964946,"chr8",128704779,128704783,"chr",1,53
-509.933083644063,"chr8",128704784,128704804,"chr",1,54
-517.236852496934,"chr8",128704805,128704807,"chr",1,55
-518.417137663207,"chr8",128704808,128704822,"chr",1,56
-518.417137663207,"chr8",128704823,128704823,"chr",1,56
-554.188539212508,"chr8",128704824,128704835,"chr",1,58
-538.74366803513,"chr8",128704836,128704845,"chr",1,57
-523.048313037579,"chr8",128704846,128704852,"chr",1,56
-532.699354427009,"chr8",128704853,128704874,"chr",1,57
-513.459745621334,"chr8",128704875,128704897,"chr",1,56
-525.241023834556,"chr8",128704898,128704900,"chr",1,57
-529.279201292076,"chr8",128704901,128704904,"chr",1,58
-547.562373400724,"chr8",128704905,128704912,"chr",1,59
-555.506246865065,"chr8",128704913,128704923,"chr",1,60
-540.083097417381,"chr8",128704924,128704935,"chr",1,59
-526.934740213572,"chr8",128704936,128704958,"chr",1,58
-523.369003234024,"chr8",128704959,128704962,"chr",1,59
-523.25040586913,"chr8",128704963,128704964,"chr",1,60
-523.25040586913,"chr8",128704965,128704965,"chr",1,60
-547.695852453874,"chr8",128704966,128704971,"chr",1,60
-538.233530939208,"chr8",128704972,128704987,"chr",1,59
-525.040368340985,"chr8",128704988,128704988,"chr",1,58
-523.410834411068,"chr8",128704989,128705001,"chr",1,57
-512.734339054288,"chr8",128705002,128705005,"chr",1,56
-499.675813080658,"chr8",128705006,128705015,"chr",1,55
-499.675813080658,"chr8",128705016,128705016,"chr",1,55
-503.161949356867,"chr8",128705017,128705029,"chr",1,55
-513.02888048773,"chr8",128705030,128705042,"chr",1,56
-508.716780803299,"chr8",128705043,128705043,"chr",1,55
-502.202193508835,"chr8",128705044,128705051,"chr",1,54
-467.985710801965,"chr8",128705052,128705059,"chr",1,52
-454.663310220286,"chr8",128705060,128705060,"chr",1,51
-446.497683361812,"chr8",128705061,128705066,"chr",1,50
-446.497683361812,"chr8",128705067,128705067,"chr",1,50
-465.238868819091,"chr8",128705068,128705079,"chr",1,52
-462.850776841285,"chr8",128705080,128705080,"chr",1,51
-466.476970761326,"chr8",128705081,128705087,"chr",1,53
-462.242468466021,"chr8",128705088,128705089,"chr",1,54
-447.890445890864,"chr8",128705090,128705097,"chr",1,53
-442.064990203028,"chr8",128705098,128705113,"chr",1,52
-442.064990203028,"chr8",128705114,128705114,"chr",1,52
-463.712461311339,"chr8",128705115,128705132,"chr",1,54
-456.012731751811,"chr8",128705133,128705162,"chr",1,53
-444.873423035577,"chr8",128705163,128705165,"chr",1,52
-432.232715878418,"chr8",128705166,128705168,"chr",1,51
-425.493653663585,"chr8",128705169,128705172,"chr",1,50
-413.342184943865,"chr8",128705173,128705173,"chr",1,49
-406.797859953202,"chr8",128705174,128705174,"chr",1,48
-395.045988597316,"chr8",128705175,128705179,"chr",1,47
-402.024929779447,"chr8",128705180,128705181,"chr",1,48
-416.552242317894,"chr8",128705182,128705183,"chr",1,49
-399.497419440835,"chr8",128705184,128705184,"chr",1,48
-407.348899604102,"chr8",128705185,128705187,"chr",1,49
-405.630003688944,"chr8",128705188,128705190,"chr",1,50
-416.766118712459,"chr8",128705191,128705194,"chr",1,51
-429.68694158162,"chr8",128705195,128705207,"chr",1,52
-420.750111971231,"chr8",128705208,128705212,"chr",1,51
-420.750111971231,"chr8",128705213,128705213,"chr",1,51
-418.965815166014,"chr8",128705214,128705222,"chr",1,51
-418.965815166014,"chr8",128705223,128705223,"chr",1,51
-434.913795483484,"chr8",128705224,128705225,"chr",1,53
-434.913795483484,"chr8",128705226,128705226,"chr",1,53
-424.961305232422,"chr8",128705227,128705229,"chr",1,53
-422.2221339158,"chr8",128705230,128705246,"chr",1,52
-435.129112858316,"chr8",128705247,128705260,"chr",1,53
-438.992037704795,"chr8",128705261,128705265,"chr",1,52
-438.992037704795,"chr8",128705266,128705266,"chr",1,52
-438.308644579565,"chr8",128705267,128705267,"chr",1,53
-447.537220751485,"chr8",128705268,128705273,"chr",1,54
-454.631044021989,"chr8",128705274,128705294,"chr",1,55
-443.967431829889,"chr8",128705295,128705298,"chr",1,54
-439.002012868732,"chr8",128705299,128705303,"chr",1,54
-445.586769991851,"chr8",128705304,128705306,"chr",1,53
-438.758431759662,"chr8",128705307,128705311,"chr",1,52
-438.624179371037,"chr8",128705312,128705344,"chr",1,52
-440.929728901902,"chr8",128705345,128705359,"chr",1,53
-413.733011936823,"chr8",128705360,128705379,"chr",1,52
-431.082916746545,"chr8",128705380,128705387,"chr",1,53
-431.082916746545,"chr8",128705388,128705388,"chr",1,53
-444.805193434016,"chr8",128705389,128705400,"chr",1,55
-452.78360473552,"chr8",128705401,128705411,"chr",1,56
-467.407081465549,"chr8",128705412,128705417,"chr",1,57
-469.213725728117,"chr8",128705418,128705425,"chr",1,58
-485.807904259145,"chr8",128705426,128705434,"chr",1,59
-501.019321939719,"chr8",128705435,128705483,"chr",1,60
-501.019321939719,"chr8",128705484,128705484,"chr",1,60
-514.54400053904,"chr8",128705485,128705487,"chr",1,62
-511.556209175855,"chr8",128705488,128705492,"chr",1,63
-520.030017537653,"chr8",128705493,128705496,"chr",1,64
-530.267559288386,"chr8",128705497,128705505,"chr",1,65
-546.247393464189,"chr8",128705506,128705517,"chr",1,66
-555.326558406183,"chr8",128705518,128705528,"chr",1,67
-574.151799048043,"chr8",128705529,128705536,"chr",1,68
-585.919410390533,"chr8",128705537,128705547,"chr",1,69
-587.849585036862,"chr8",128705548,128705560,"chr",1,70
-589.383808122087,"chr8",128705561,128705568,"chr",1,71
-600.077169238255,"chr8",128705569,128705575,"chr",1,72
-609.310808058436,"chr8",128705576,128705579,"chr",1,73
-609.310808058436,"chr8",128705580,128705580,"chr",1,73
-618.818892649894,"chr8",128705581,128705593,"chr",1,75
-635.158765707701,"chr8",128705594,128705607,"chr",1,76
-635.158765707701,"chr8",128705608,128705608,"chr",1,76
-638.266939553019,"chr8",128705609,128705611,"chr",1,78
-658.807113048807,"chr8",128705612,128705613,"chr",1,79
-663.503299223859,"chr8",128705614,128705619,"chr",1,80
-663.503299223859,"chr8",128705620,128705620,"chr",1,80
-667.141226215995,"chr8",128705621,128705621,"chr",1,81
-686.398431005047,"chr8",128705622,128705626,"chr",1,83
-674.630748365398,"chr8",128705627,128705640,"chr",1,82
-674.630748365398,"chr8",128705641,128705641,"chr",1,82
-680.07578054221,"chr8",128705642,128705656,"chr",1,82
-687.290390573324,"chr8",128705657,128705674,"chr",1,83
-669.314145051564,"chr8",128705675,128705681,"chr",1,82
-662.949406833296,"chr8",128705682,128705686,"chr",1,81
-662.949406833296,"chr8",128705687,128705687,"chr",1,81
-697.51247291908,"chr8",128705688,128705691,"chr",1,83
-702.820625499353,"chr8",128705692,128705693,"chr",1,84
-694.835502367837,"chr8",128705694,128705696,"chr",1,83
-709.458352614203,"chr8",128705697,128705701,"chr",1,84
-709.458352614203,"chr8",128705702,128705702,"chr",1,84
-704.861444476651,"chr8",128705703,128705706,"chr",1,84
-715.925060959012,"chr8",128705707,128705739,"chr",1,85
-715.925060959012,"chr8",128705740,128705740,"chr",1,85
-735.210375125701,"chr8",128705741,128705741,"chr",1,86
-767.446371560547,"chr8",128705742,128705754,"chr",1,88
-774.087786535311,"chr8",128705755,128705765,"chr",1,87
-771.447599750323,"chr8",128705766,128705766,"chr",1,86
-771.014489207131,"chr8",128705767,128705775,"chr",1,85
-767.620863898224,"chr8",128705776,128705781,"chr",1,84
-749.837846896508,"chr8",128705782,128705785,"chr",1,83
-759.87598980449,"chr8",128705786,128705797,"chr",1,84
-759.87598980449,"chr8",128705798,128705798,"chr",1,84
-765.419370763125,"chr8",128705799,128705799,"chr",1,84
-790.895620259881,"chr8",128705800,128705803,"chr",1,85
-775.819459580764,"chr8",128705804,128705813,"chr",1,84
-789.796006344176,"chr8",128705814,128705824,"chr",1,85
-782.492237491304,"chr8",128705825,128705826,"chr",1,84
-782.492237491304,"chr8",128705827,128705827,"chr",1,84
-790.224672067742,"chr8",128705828,128705830,"chr",1,84
-799.988652442612,"chr8",128705831,128705840,"chr",1,85
-799.591181001435,"chr8",128705841,128705842,"chr",1,86
-778.025646635892,"chr8",128705843,128705843,"chr",1,85
-767.64297966296,"chr8",128705844,128705848,"chr",1,85
-786.568467868184,"chr8",128705849,128705866,"chr",1,86
-803.761695506564,"chr8",128705867,128705869,"chr",1,87
-813.383209765747,"chr8",128705870,128705872,"chr",1,88
-803.732168376317,"chr8",128705873,128705878,"chr",1,87
-808.680545796179,"chr8",128705879,128705880,"chr",1,88
-795.94183118938,"chr8",128705881,128705884,"chr",1,89
-809.729415871154,"chr8",128705885,128705887,"chr",1,90
-829.133121906361,"chr8",128705888,128705896,"chr",1,91
-829.133121906361,"chr8",128705897,128705897,"chr",1,91
-835.387126613871,"chr8",128705898,128705917,"chr",1,93
-823.605848400649,"chr8",128705918,128705920,"chr",1,92
-819.56767094313,"chr8",128705921,128705924,"chr",1,91
-801.284498834481,"chr8",128705925,128705929,"chr",1,90
-806.37244184264,"chr8",128705930,128705932,"chr",1,91
-798.428568378299,"chr8",128705933,128705933,"chr",1,90
-796.320332346459,"chr8",128705934,128705940,"chr",1,91
-804.766050499427,"chr8",128705941,128705953,"chr",1,92
-819.646792098079,"chr8",128705954,128705967,"chr",1,93
-819.654953573643,"chr8",128705968,128705976,"chr",1,94
-823.564467795988,"chr8",128705977,128705978,"chr",1,95
-827.130204775536,"chr8",128705979,128705982,"chr",1,94
-827.24880214043,"chr8",128705983,128705984,"chr",1,93
-802.787025955796,"chr8",128705985,128705997,"chr",1,92
-812.949285697778,"chr8",128705998,128706011,"chr",1,93
-826.533899718356,"chr8",128706012,128706018,"chr",1,94
-849.196091454262,"chr8",128706019,128706021,"chr",1,95
-867.931563951348,"chr8",128706022,128706035,"chr",1,96
-863.592018609683,"chr8",128706036,128706037,"chr",1,95
-863.592018609683,"chr8",128706038,128706038,"chr",1,95
-887.45603222153,"chr8",128706039,128706049,"chr",1,97
-877.589101090666,"chr8",128706050,128706066,"chr",1,96
-883.230942573453,"chr8",128706067,128706086,"chr",1,97
-867.748287407999,"chr8",128706087,128706087,"chr",1,96
-864.489757116174,"chr8",128706088,128706095,"chr",1,95
-872.588573480657,"chr8",128706096,128706099,"chr",1,96
-868.326814984513,"chr8",128706100,128706100,"chr",1,95
-868.962379560615,"chr8",128706101,128706101,"chr",1,94
-877.200760414481,"chr8",128706102,128706102,"chr",1,95
-891.974590748045,"chr8",128706103,128706107,"chr",1,97
-896.209093043351,"chr8",128706108,128706108,"chr",1,96
-913.530749981641,"chr8",128706109,128706123,"chr",1,97
-918.769810430215,"chr8",128706124,128706130,"chr",1,98
-918.769810430215,"chr8",128706131,128706131,"chr",1,98
-929.479094071553,"chr8",128706132,128706133,"chr",1,100
-914.68097184962,"chr8",128706134,128706134,"chr",1,99
-907.831622963242,"chr8",128706135,128706135,"chr",1,98
-932.389608929277,"chr8",128706136,128706138,"chr",1,99
-947.072799913911,"chr8",128706139,128706154,"chr",1,100
-947.072799913911,"chr8",128706155,128706155,"chr",1,100
-987.228339287108,"chr8",128706156,128706162,"chr",1,102
-1015.87185890965,"chr8",128706163,128706168,"chr",1,103
-1015.87185890965,"chr8",128706169,128706169,"chr",1,103
-1040.8123587868,"chr8",128706170,128706183,"chr",1,105
-1040.8123587868,"chr8",128706184,128706184,"chr",1,105
-1032.98555093007,"chr8",128706185,128706185,"chr",1,106
-1045.31642879059,"chr8",128706186,128706186,"chr",1,107
-1064.75199578845,"chr8",128706187,128706190,"chr",1,109
-1064.75199578845,"chr8",128706191,128706191,"chr",1,109
-1075.70406038622,"chr8",128706192,128706192,"chr",1,110
-1089.43531016477,"chr8",128706193,128706199,"chr",1,112
-1082.45636898264,"chr8",128706200,128706201,"chr",1,111
-1067.92905644419,"chr8",128706202,128706204,"chr",1,110
-1060.07757628092,"chr8",128706205,128706205,"chr",1,109
-1077.92580453358,"chr8",128706206,128706207,"chr",1,111
-1079.64470044874,"chr8",128706208,128706210,"chr",1,110
-1079.19611786204,"chr8",128706211,128706214,"chr",1,110
-1066.27529499288,"chr8",128706215,128706226,"chr",1,109
-1066.27529499288,"chr8",128706227,128706227,"chr",1,109
-1093.99175198928,"chr8",128706228,128706230,"chr",1,111
-1101.13164683434,"chr8",128706231,128706232,"chr",1,112
-1094.30692523045,"chr8",128706233,128706242,"chr",1,111
-1084.10855173886,"chr8",128706243,128706243,"chr",1,110
-1078.35894491298,"chr8",128706244,128706245,"chr",1,109
-1066.97348265369,"chr8",128706246,128706250,"chr",1,108
-1079.37167681979,"chr8",128706251,128706255,"chr",1,109
-1080.69334473859,"chr8",128706256,128706262,"chr",1,110
-1095.2113589873,"chr8",128706263,128706266,"chr",1,111
-1082.30438004478,"chr8",128706267,128706270,"chr",1,110
-1089.32498258223,"chr8",128706271,128706276,"chr",1,111
-1089.32498258223,"chr8",128706277,128706277,"chr",1,111
-1105.57967099118,"chr8",128706278,128706283,"chr",1,113
-1105.57967099118,"chr8",128706284,128706284,"chr",1,113
-1105.06887949493,"chr8",128706285,128706285,"chr",1,114
-1115.62537848849,"chr8",128706286,128706286,"chr",1,114
-1113.15689378592,"chr8",128706287,128706287,"chr",1,113
-1103.04063671328,"chr8",128706288,128706293,"chr",1,112
-1095.94681344277,"chr8",128706294,128706318,"chr",1,111
-1085.02147421591,"chr8",128706319,128706331,"chr",1,110
-1067.75830697501,"chr8",128706332,128706336,"chr",1,109
-1074.70157330915,"chr8",128706337,128706344,"chr",1,110
-1087.86112809659,"chr8",128706345,128706353,"chr",1,111
-1105.24360771371,"chr8",128706354,128706364,"chr",1,112
-1102.93805818285,"chr8",128706365,128706399,"chr",1,111
-1085.58815337313,"chr8",128706400,128706407,"chr",1,110
-1083.24217884862,"chr8",128706408,128706408,"chr",1,109
-1071.86587668566,"chr8",128706409,128706420,"chr",1,108
-1063.88746538415,"chr8",128706421,128706431,"chr",1,107
-1049.26398865412,"chr8",128706432,128706437,"chr",1,106
-1047.45734439155,"chr8",128706438,128706445,"chr",1,105
-1030.86316586053,"chr8",128706446,128706454,"chr",1,104
-1015.65174817995,"chr8",128706455,128706456,"chr",1,103
-1016.28758537749,"chr8",128706457,128706478,"chr",1,104
-1024.88990462162,"chr8",128706479,128706482,"chr",1,105
-1024.88990462162,"chr8",128706483,128706483,"chr",1,105
-1029.40699246846,"chr8",128706484,128706484,"chr",1,106
-1058.46541524994,"chr8",128706485,128706499,"chr",1,108
-1058.46541524994,"chr8",128706500,128706500,"chr",1,108
-1089.96971008417,"chr8",128706501,128706503,"chr",1,111
-1087.63273984319,"chr8",128706504,128706504,"chr",1,110
-1076.44503148485,"chr8",128706505,128706507,"chr",1,109
-1079.43282284804,"chr8",128706508,128706512,"chr",1,108
-1070.95901448624,"chr8",128706513,128706516,"chr",1,107
-1060.72147273551,"chr8",128706517,128706520,"chr",1,106
-1060.10017139778,"chr8",128706521,128706525,"chr",1,107
-1044.12033722198,"chr8",128706526,128706534,"chr",1,106
-1044.12033722198,"chr8",128706535,128706535,"chr",1,106
-1063.01618454518,"chr8",128706536,128706537,"chr",1,108
-1053.93701960319,"chr8",128706538,128706548,"chr",1,107
-1035.11177896133,"chr8",128706549,128706556,"chr",1,106
-1023.34416761884,"chr8",128706557,128706567,"chr",1,105
-1021.41399297251,"chr8",128706568,128706575,"chr",1,104
-1031.65446075147,"chr8",128706576,128706580,"chr",1,105
-1031.09700486254,"chr8",128706581,128706588,"chr",1,105
-1020.40364374638,"chr8",128706589,128706593,"chr",1,104
-1023.89441745218,"chr8",128706594,128706595,"chr",1,105
-1029.51131710243,"chr8",128706596,128706599,"chr",1,105
-1032.02250649772,"chr8",128706600,128706600,"chr",1,104
-1020.00323251097,"chr8",128706601,128706613,"chr",1,103
-1003.66335945316,"chr8",128706614,128706624,"chr",1,102
-1019.53197412607,"chr8",128706625,128706627,"chr",1,103
-1022.93658979913,"chr8",128706628,128706628,"chr",1,102
-1036.18865579968,"chr8",128706629,128706631,"chr",1,103
-1015.64848230389,"chr8",128706632,128706633,"chr",1,102
-1010.95229612884,"chr8",128706634,128706639,"chr",1,101
-1007.31436913671,"chr8",128706640,128706640,"chr",1,100
-1005.47559927885,"chr8",128706641,128706641,"chr",1,99
-988.057164347654,"chr8",128706642,128706652,"chr",1,98
-989.58636439169,"chr8",128706653,128706655,"chr",1,99
-990.321343235632,"chr8",128706656,128706660,"chr",1,100
-974.818052036479,"chr8",128706661,128706663,"chr",1,99
-976.101158487441,"chr8",128706664,128706676,"chr",1,100
-968.886548456327,"chr8",128706677,128706677,"chr",1,99
-973.579889915891,"chr8",128706678,128706691,"chr",1,101
-987.231270460949,"chr8",128706692,128706705,"chr",1,102
-987.231270460949,"chr8",128706706,128706706,"chr",1,102
-981.058948430237,"chr8",128706707,128706707,"chr",1,102
-952.847339474396,"chr8",128706708,128706711,"chr",1,101
-947.539186894123,"chr8",128706712,128706712,"chr",1,100
-947.539186894123,"chr8",128706713,128706713,"chr",1,100
-958.019139365365,"chr8",128706714,128706714,"chr",1,101
-986.532191072057,"chr8",128706715,128706716,"chr",1,103
-971.909340825691,"chr8",128706717,128706718,"chr",1,102
-971.909340825691,"chr8",128706719,128706719,"chr",1,102
-981.208193294989,"chr8",128706720,128706721,"chr",1,104
-986.688369217863,"chr8",128706722,128706726,"chr",1,103
-985.554779778766,"chr8",128706727,128706728,"chr",1,103
-996.327986926079,"chr8",128706729,128706759,"chr",1,104
-977.04267275939,"chr8",128706760,128706760,"chr",1,103
-963.222785857987,"chr8",128706761,128706761,"chr",1,102
-944.806676324544,"chr8",128706762,128706763,"chr",1,101
-957.2215677757,"chr8",128706764,128706775,"chr",1,102
-974.459704343806,"chr8",128706776,128706791,"chr",1,103
-981.211092887423,"chr8",128706792,128706797,"chr",1,104
-987.143216208512,"chr8",128706798,128706801,"chr",1,105
-984.019552996631,"chr8",128706802,128706804,"chr",1,106
-984.019552996631,"chr8",128706805,128706805,"chr",1,106
-975.288630122176,"chr8",128706806,128706810,"chr",1,106
-985.042716460248,"chr8",128706811,128706814,"chr",1,107
-1004.15632304181,"chr8",128706815,128706816,"chr",1,108
-1004.15632304181,"chr8",128706817,128706817,"chr",1,108
-999.451567731534,"chr8",128706818,128706818,"chr",1,108
-1016.36038474406,"chr8",128706819,128706819,"chr",1,110
-1011.24897696463,"chr8",128706820,128706830,"chr",1,111
-1011.24897696463,"chr8",128706831,128706831,"chr",1,111
-1006.90954171638,"chr8",128706832,128706832,"chr",1,112
-1006.54789860782,"chr8",128706833,128706833,"chr",1,113
-1002.37574847097,"chr8",128706834,128706846,"chr",1,113
-993.463028728261,"chr8",128706847,128706850,"chr",1,112
-992.113510093041,"chr8",128706851,128706860,"chr",1,112
-992.510981534218,"chr8",128706861,128706863,"chr",1,111
-988.687781323392,"chr8",128706864,128706868,"chr",1,110
-969.762293118168,"chr8",128706869,128706886,"chr",1,109
-952.569065479788,"chr8",128706887,128706889,"chr",1,108
-942.947551220605,"chr8",128706890,128706896,"chr",1,107
-945.639133119852,"chr8",128706897,128706898,"chr",1,108
-940.69075569999,"chr8",128706899,128706899,"chr",1,107
-940.69075569999,"chr8",128706900,128706900,"chr",1,107
-964.182372154333,"chr8",128706901,128706904,"chr",1,107
-950.394787472559,"chr8",128706905,128706907,"chr",1,106
-930.991081437352,"chr8",128706908,128706916,"chr",1,105
