"chrom","start","end","label"
"chr8",128708267,128708287,"pos"
"chr8",128708275,128708295,"pos"
"chr8",128708276,128708296,"pos"
"chr8",128708277,128708297,"pos"
"chr8",128708330,128708350,"pos"
"chr8",128708333,128708353,"pos"
"chr8",128708350,128708370,"pos"
"chr8",128708351,128708371,"pos"
"chr8",128708363,128708383,"pos"
"chr8",128708379,128708399,"pos"
"chr8",128708386,128708406,"pos"
"chr8",128708393,128708413,"pos"
"chr8",128708395,128708415,"pos"
"chr8",128708434,128708454,"pos"
"chr8",128708438,128708458,"pos"
"chr8",128708449,128708469,"pos"
"chr8",128708462,128708482,"pos"
"chr8",128708484,128708504,"pos"
"chr8",128708487,128708507,"pos"
"chr8",128708490,128708510,"pos"
"chr8",128708493,128708513,"pos"
"chr8",128708493,128708513,"pos"
"chr8",128708502,128708522,"pos"
"chr8",128708506,128708526,"pos"
"chr8",128708545,128708565,"pos"
"chr8",128708553,128708573,"pos"
"chr8",128708570,128708590,"pos"
"chr8",128708577,128708597,"pos"
"chr8",128708600,128708620,"pos"
"chr8",128708601,128708621,"pos"
"chr8",128708604,128708624,"pos"
"chr8",128708605,128708625,"pos"
"chr8",128708611,128708631,"pos"
"chr8",128708612,128708632,"pos"
"chr8",128708617,128708637,"pos"
"chr8",128708625,128708645,"pos"
"chr8",128708629,128708649,"pos"
"chr8",128708630,128708650,"pos"
"chr8",128708631,128708651,"pos"
"chr8",128708635,128708655,"pos"
"chr8",128708636,128708656,"pos"
"chr8",128708654,128708674,"pos"
"chr8",128708667,128708687,"pos"
"chr8",128708668,128708688,"pos"
"chr8",128708679,128708699,"pos"
"chr8",128708715,128708735,"pos"
"chr8",128708725,128708745,"pos"
"chr8",128708729,128708749,"pos"
"chr8",128708766,128708786,"pos"
"chr8",128708771,128708791,"pos"
"chr8",128708808,128708828,"pos"
"chr8",128708813,128708833,"pos"
"chr8",128708816,128708836,"pos"
"chr8",128708817,128708837,"pos"
"chr8",128708855,128708875,"pos"
"chr8",128709271,128709291,"chr"
"chr8",128709361,128709381,"chr"
"chr8",128709413,128709433,"chr"
"chr8",128709419,128709439,"chr"
"chr8",128709424,128709444,"chr"
"chr8",128709425,128709445,"chr"
"chr8",128709429,128709449,"chr"
"chr8",128709430,128709450,"chr"
"chr8",128709431,128709451,"chr"
"chr8",128709432,128709452,"chr"
"chr8",128709433,128709453,"chr"
"chr8",128709435,128709455,"chr"
"chr8",128709454,128709474,"chr"
"chr8",128709472,128709492,"chr"
"chr8",128709477,128709497,"chr"
"chr8",128709483,128709503,"chr"
"chr8",128709503,128709523,"chr"
"chr8",128709505,128709525,"chr"
"chr8",128709506,128709526,"chr"
"chr8",128709509,128709529,"chr"
"chr8",128709522,128709542,"chr"
"chr8",128709535,128709555,"chr"
"chr8",128709542,128709562,"chr"
"chr8",128709543,128709563,"chr"
"chr8",128709544,128709564,"chr"
"chr8",128709567,128709587,"chr"
"chr8",128709580,128709600,"chr"
NA,NA,NA,"neg"
"chr8",128709585,128709605,"chr"
"chr8",128709594,128709614,"chr"
"chr8",128709627,128709647,"chr"
"chr8",128709635,128709655,"chr"
"chr8",128709638,128709658,"chr"
"chr8",128709800,128709820,"chr"
"chr8",128709806,128709826,"chr"
"chr8",128709810,128709830,"chr"
"chr8",128709989,128710009,"chr"
"chr8",128709999,128710019,"chr"
"chr8",128710016,128710036,"chr"
"chr8",128710072,128710092,"chr"
"chr8",128710110,128710130,"chr"
"chr8",128710122,128710142,"chr"
"chr8",128710131,128710151,"chr"
"chr8",128710135,128710155,"chr"
NA,NA,NA,"neg"
"chr8",128710139,128710159,"chr"
NA,NA,NA,"neg"
"chr8",128710180,128710200,"chr"
"chr8",128710181,128710201,"chr"
"chr8",128710194,128710214,"chr"
"chr8",128710210,128710230,"chr"
"chr8",128710286,128710306,"chr"
"chr8",128710293,128710313,"chr"
"chr8",128710293,128710313,"chr"
"chr8",128710334,128710354,"chr"
"chr8",128710335,128710355,"chr"
"chr8",128710377,128710397,"chr"
"chr8",128710382,128710402,"chr"
"chr8",128710383,128710403,"chr"
"chr8",128710386,128710406,"chr"
"chr8",128710426,128710446,"chr"
"chr8",128710426,128710446,"chr"
"chr8",128710553,128710573,"chr"
"chr8",128710610,128710630,"chr"
"chr8",128710617,128710637,"chr"
"chr8",128710618,128710638,"chr"
"chr8",128710629,128710649,"chr"
"chr8",128710649,128710669,"chr"
"chr8",128710656,128710676,"chr"
"chr8",128710661,128710681,"chr"
"chr8",128710662,128710682,"chr"
"chr8",128710701,128710721,"chr"
"chr8",128710772,128710792,"chr"
"chr8",128710777,128710797,"chr"
"chr8",128710777,128710797,"chr"
"chr8",128710780,128710800,"chr"
"chr8",128710784,128710804,"chr"
"chr8",128710807,128710827,"chr"
"chr8",128710815,128710835,"chr"
"chr8",128710816,128710836,"chr"
"chr8",128710826,128710846,"chr"
"chr8",128710828,128710848,"chr"
"chr8",128710834,128710854,"chr"
"chr8",128710845,128710865,"chr"
"chr8",128710848,128710868,"chr"
"chr8",128710868,128710888,"chr"
"chr8",128710873,128710893,"chr"
NA,NA,NA,"neg"
"chr8",128710885,128710905,"chr"
"chr8",128710886,128710906,"chr"
"chr8",128710902,128710922,"chr"
"chr8",128710905,128710925,"chr"
NA,NA,NA,"neg"
"chr8",128710914,128710934,"chr"
"chr8",128710915,128710935,"chr"
"chr8",128710919,128710939,"chr"
"chr8",128710920,128710940,"chr"
"chr8",128710930,128710950,"chr"
"chr8",128710930,128710950,"chr"
"chr8",128710931,128710951,"chr"
"chr8",128710936,128710956,"chr"
"chr8",128710945,128710965,"chr"
"chr8",128710950,128710970,"chr"
"chr8",128710958,128710978,"chr"
"chr8",128710965,128710985,"chr"
"chr8",128710967,128710987,"chr"
"chr8",128710968,128710988,"chr"
"chr8",128710979,128710999,"chr"
NA,NA,NA,"neg"
"chr8",128710995,128711015,"chr"
"chr8",128710996,128711016,"chr"
NA,NA,NA,"neg"
"chr8",128711005,128711025,"chr"
"chr8",128711017,128711037,"chr"
"chr8",128711022,128711042,"chr"
"chr8",128711026,128711046,"chr"
"chr8",128711027,128711047,"chr"
"chr8",128711044,128711064,"chr"
"chr8",128711045,128711065,"chr"
"chr8",128711055,128711075,"chr"
"chr8",128711063,128711083,"chr"
"chr8",128711066,128711086,"chr"
"chr8",128711077,128711097,"chr"
"chr8",128711108,128711128,"chr"
"chr8",128711127,128711147,"chr"
"chr8",128711152,128711172,"chr"
NA,NA,NA,"neg"
"chr8",128711172,128711192,"chr"
"chr8",128711185,128711205,"chr"
"chr8",128711203,128711223,"chr"
"chr8",128711210,128711230,"chr"
"chr8",128711211,128711231,"chr"
"chr8",128711223,128711243,"chr"
"chr8",128711224,128711244,"chr"
"chr8",128711231,128711251,"chr"
"chr8",128711232,128711252,"chr"
"chr8",128711248,128711268,"chr"
"chr8",128711268,128711288,"chr"
"chr8",128711269,128711289,"chr"
"chr8",128711290,128711310,"chr"
"chr8",128711299,128711319,"chr"
"chr8",128711300,128711320,"chr"
"chr8",128711331,128711351,"chr"
"chr8",128711332,128711352,"chr"
"chr8",128711335,128711355,"chr"
"chr8",128711342,128711362,"chr"
"chr8",128711343,128711363,"chr"
"chr8",128711345,128711365,"chr"
"chr8",128711363,128711383,"chr"
"chr8",128711380,128711400,"chr"
"chr8",128711381,128711401,"chr"
NA,NA,NA,"neg"
"chr8",128711447,128711467,"chr"
"chr8",128711489,128711509,"chr"
NA,NA,NA,"neg"
"chr8",128711525,128711545,"chr"
"chr8",128711528,128711548,"chr"
"chr8",128711599,128711619,"chr"
"chr8",128711714,128711734,"chr"
"chr8",128711760,128711780,"chr"
"chr8",128711764,128711784,"chr"
"chr8",128711767,128711787,"chr"
"chr8",128711768,128711788,"chr"
"chr8",128711812,128711832,"chr"
"chr8",128711821,128711841,"chr"
"chr8",128711829,128711849,"chr"
"chr8",128711863,128711883,"chr"
"chr8",128711880,128711900,"chr"
"chr8",128711974,128711994,"chr"
"chr8",128711985,128712005,"chr"
"chr8",128712067,128712087,"chr"
"chr8",128712068,128712088,"chr"
NA,NA,NA,"neg"
"chr8",128712170,128712190,"chr"
"chr8",128712195,128712215,"chr"
"chr8",128712196,128712216,"chr"
"chr8",128712202,128712222,"chr"
"chr8",128712211,128712231,"chr"
"chr8",128712212,128712232,"chr"
"chr8",128712249,128712269,"chr"
"chr8",128712275,128712295,"chr"
"chr8",128712284,128712304,"chr"
"chr8",128712286,128712306,"chr"
"chr8",128712292,128712312,"chr"
"chr8",128712295,128712315,"chr"
"chr8",128712298,128712318,"chr"
"chr8",128712318,128712338,"chr"
"chr8",128712331,128712351,"chr"
"chr8",128712332,128712352,"chr"
"chr8",128712346,128712366,"chr"
"chr8",128712357,128712377,"chr"
"chr8",128712378,128712398,"chr"
"chr8",128712508,128712528,"chr"
"chr8",128712545,128712565,"chr"
"chr8",128712567,128712587,"chr"
"chr8",128712568,128712588,"chr"
"chr8",128712584,128712604,"chr"
NA,NA,NA,"neg"
"chr8",128712585,128712605,"chr"
"chr8",128712588,128712608,"chr"
"chr8",128712596,128712616,"chr"
"chr8",128712621,128712641,"chr"
"chr8",128712622,128712642,"chr"
"chr8",128712634,128712654,"chr"
NA,NA,NA,"neg"
"chr8",128712642,128712662,"chr"
"chr8",128712646,128712666,"chr"
"chr8",128712650,128712670,"chr"
"chr8",128712650,128712670,"chr"
"chr8",128712661,128712681,"chr"
"chr8",128712665,128712685,"chr"
"chr8",128712709,128712729,"chr"
"chr8",128712713,128712733,"chr"
"chr8",128712723,128712743,"chr"
"chr8",128712727,128712747,"chr"
"chr8",128712766,128712786,"chr"
"chr8",128712813,128712833,"chr"
"chr8",128712845,128712865,"chr"
NA,NA,NA,"neg"
"chr8",128712849,128712869,"chr"
"chr8",128712881,128712901,"chr"
"chr8",128712898,128712918,"chr"
"chr8",128712916,128712936,"chr"
"chr8",128712916,128712936,"chr"
"chr8",128712931,128712951,"chr"
"chr8",128712947,128712967,"chr"
"chr8",128712950,128712970,"chr"
"chr8",128712961,128712981,"chr"
"chr8",128712962,128712982,"chr"
"chr8",128712967,128712987,"chr"
"chr8",128712975,128712995,"chr"
"chr8",128712976,128712996,"chr"
"chr8",128712982,128713002,"chr"
"chr8",128713015,128713035,"chr"
"chr8",128713020,128713040,"chr"
"chr8",128713021,128713041,"chr"
"chr8",128713022,128713042,"chr"
"chr8",128713039,128713059,"chr"
"chr8",128713040,128713060,"chr"
"chr8",128713042,128713062,"chr"
"chr8",128713047,128713067,"chr"
"chr8",128713060,128713080,"chr"
"chr8",128713079,128713099,"chr"
"chr8",128713130,128713150,"chr"
"chr8",128713140,128713160,"chr"
"chr8",128713159,128713179,"chr"
"chr8",128713170,128713190,"chr"
"chr8",128713175,128713195,"chr"
"chr8",128713176,128713196,"chr"
"chr8",128713211,128713231,"chr"
"chr8",128713216,128713236,"chr"
"chr8",128713224,128713244,"chr"
"chr8",128713226,128713246,"chr"
"chr8",128713253,128713273,"chr"
"chr8",128713258,128713278,"chr"
"chr8",128713265,128713285,"chr"
"chr8",128713269,128713289,"chr"
"chr8",128713270,128713290,"chr"
NA,NA,NA,"neg"
"chr8",128713447,128713467,"chr"
"chr8",128713476,128713496,"chr"
"chr8",128713477,128713497,"chr"
"chr8",128713483,128713503,"chr"
"chr8",128713489,128713509,"chr"
"chr8",128713499,128713519,"chr"
"chr8",128713500,128713520,"chr"
"chr8",128713520,128713540,"chr"
"chr8",128713521,128713541,"chr"
"chr8",128713526,128713546,"chr"
"chr8",128713536,128713556,"chr"
"chr8",128713550,128713570,"chr"
"chr8",128713552,128713572,"chr"
"chr8",128713558,128713578,"chr"
"chr8",128713559,128713579,"chr"
"chr8",128713567,128713587,"chr"
"chr8",128713574,128713594,"chr"
"chr8",128713593,128713613,"chr"
"chr8",128713625,128713645,"chr"
"chr8",128713634,128713654,"chr"
"chr8",128713634,128713654,"chr"
"chr8",128713645,128713665,"chr"
"chr8",128713648,128713668,"chr"
"chr8",128713661,128713681,"chr"
"chr8",128713662,128713682,"chr"
"chr8",128713663,128713683,"chr"
"chr8",128713768,128713788,"chr"
"chr8",128713769,128713789,"chr"
"chr8",128713770,128713790,"chr"
"chr8",128713775,128713795,"chr"
"chr8",128713788,128713808,"chr"
"chr8",128713799,128713819,"chr"
"chr8",128713824,128713844,"chr"
"chr8",128713840,128713860,"chr"
"chr8",128713841,128713861,"chr"
"chr8",128713844,128713864,"chr"
"chr8",128713846,128713866,"chr"
"chr8",128713847,128713867,"chr"
"chr8",128713859,128713879,"chr"
"chr8",128713860,128713880,"chr"
"chr8",128713861,128713881,"chr"
"chr8",128713961,128713981,"chr"
"chr8",128713991,128714011,"chr"
"chr8",128714030,128714050,"chr"
"chr8",128714031,128714051,"chr"
"chr8",128714050,128714070,"chr"
"chr8",128714051,128714071,"chr"
"chr8",128714052,128714072,"chr"
NA,NA,NA,"neg"
"chr8",128714074,128714094,"chr"
"chr8",128714094,128714114,"chr"
"chr8",128714103,128714123,"chr"
"chr8",128714110,128714130,"chr"
"chr8",128714111,128714131,"chr"
"chr8",128714112,128714132,"chr"
"chr8",128714129,128714149,"chr"
"chr8",128714130,128714150,"chr"
"chr8",128714140,128714160,"chr"
"chr8",128714151,128714171,"chr"
"chr8",128714222,128714242,"chr"
"chr8",128714226,128714246,"chr"
"chr8",128714229,128714249,"chr"
"chr8",128714236,128714256,"chr"
"chr8",128714238,128714258,"chr"
"chr8",128714239,128714259,"chr"
"chr8",128714240,128714260,"chr"
"chr8",128714271,128714291,"chr"
"chr8",128714279,128714299,"chr"
"chr8",128714280,128714300,"chr"
"chr8",128714289,128714309,"chr"
"chr8",128714290,128714310,"chr"
"chr8",128714300,128714320,"chr"
"chr8",128714301,128714321,"chr"
"chr8",128714304,128714324,"chr"
NA,NA,NA,"neg"
"chr8",128714315,128714335,"chr"
"chr8",128714375,128714395,"chr"
"chr8",128714385,128714405,"chr"
"chr8",128714386,128714406,"chr"
"chr8",128714392,128714412,"chr"
"chr8",128714405,128714425,"chr"
"chr8",128714413,128714433,"chr"
NA,NA,NA,"neg"
"chr8",128714415,128714435,"chr"
"chr8",128714424,128714444,"chr"
"chr8",128714443,128714463,"chr"
"chr8",128714444,128714464,"chr"
"chr8",128714456,128714476,"chr"
"chr8",128714476,128714496,"chr"
"chr8",128714497,128714517,"chr"
"chr8",128714507,128714527,"chr"
NA,NA,NA,"neg"
"chr8",128714513,128714533,"chr"
"chr8",128714514,128714534,"chr"
"chr8",128714514,128714534,"chr"
"chr8",128714515,128714535,"chr"
"chr8",128714516,128714536,"chr"
"chr8",128714517,128714537,"chr"
"chr8",128714522,128714542,"chr"
"chr8",128714571,128714591,"chr"
"chr8",128714572,128714592,"chr"
"chr8",128714581,128714601,"chr"
"chr8",128714582,128714602,"chr"
"chr8",128714586,128714606,"chr"
